"OLST_attempt_id","RADAR_capture","MOCAP_Start_Time","MOCAP_End_Time","RADAR_Start_Frame","RADAR_End_Frame","Seconds_per_Frame","an","is_attempt_final","t_foot_up","t_stable","t_break","t_end","frame_foot_up","frame_stable","frame_break","frame_end","participant_id","label","movement_code","stance_leg","lifted_leg","stance_knee_vel_mean","stance_knee_vel_std","stance_knee_vel_max","lifted_knee_vel_mean","lifted_knee_vel_std","lifted_knee_vel_max","stance_knee_acc_mean","stance_knee_acc_std","stance_knee_acc_max","lifted_knee_acc_mean","lifted_knee_acc_std","lifted_knee_acc_max","com_disp_mean","com_disp_std","com_disp_max","com_range_x","com_range_y","com_vel_mean","com_vel_std","trunk_sway_x_std","trunk_sway_y_std","trunk_sway_x_range","trunk_sway_y_range","trunk_sway_vel_mean","trunk_sway_vel_std","doppler_centroid_mean","doppler_centroid_std","doppler_centroid_max","doppler_centroid_range","micro_vel_mean","micro_vel_std","micro_vel_max","micro_vel_energy","micro_acc_mean","micro_acc_std","micro_acc_max","amp_total_power_mean","amp_total_power_std","amp_total_power_range","amp_peak_power_mean","amp_peak_power_std","amp_variation_mean","amp_variation_std","amp_variation_max","COP_AP_range_mm","COP_AP_mean_mm","COP_AP_sd_mm","COP_ML_range_mm","COP_ML_mean_mm","COP_ML_sd_mm","COP_speed_mean_mm_s","COP_speed_sd_mm_s","COP_speed_max_mm_s","COP_speed_computed_mean","GRF_Z_mean_N","GRF_Z_sd_N","GRF_Z_cv_pct","GRF_Z_range_N","sway_path_length_mm","sway_path_per_second_mm_s","trial_duration_s"
"02_MNTRR_RR_V2_an3","02_MNTRR_RR_V2","7.61","29.25","194","768","0.03766","3","True","26.57","27.17",NULL,"29.25","697","713",NULL,"768","2","STABLE","MNTRR","R","L","0.614172","0.391242","2.03333","1.37147","0.79691","3.85129","0.24845","0.163578","0.936042","0.215493","0.126019","0.673809","10.5359","3.16053","18.6232","12.9279","19.1489","0.269005","0.139923","4.514","4.97739","21.3293","18.6337","0.319724","0.16851","-0.180585","0.0869269","0.389775","0.440934","0.00114008","0.000518902","0.00243609","0.00000156904","0.0176875","0.0127312","0.0554897","88652.1","3341.11","13622.1","93.3408","5.84262","2109.41","1522.03","6252.63","42.5317","-46.9432","10.0569","51.664","-57.8693","14.9206","449.59","240.08","1533.08","449.573","634.678","18.507","2.91597","110.781","935.182","449.607","2.08"
"02_MNTRR_RR_V3_an1","02_MNTRR_RR_V3","7.54","29.04","191","757","0.03797","1","False","11.01","11.61","14.73","15.41","282","298","380","398","2","STABLE","MNTRR","R","L","0.398759","0.342456","2.02423","1.36985","1.36565","5.43253","0.155206","0.107535","0.696081","0.218282","0.174112","1.15878","11.1321","3.92885","20.5201","19.7398","15.551","0.260672","0.194676","8.5281","2.48429","34.4867","13.607","0.208671","0.14496","0.0445945","0.216438","0.539782","0.919941","0.00117126","0.000731937","0.00337364","0.00000190759","0.0166329","0.0111347","0.0481336","94896.6","7134.38","26226","93.3632","3.27212","2309.99","1911.08","11886.5","41.1948","-31.9268","10.9555","32.9161","-38.1411","8.19523","433.977","237.048","1569.97","434.003","634.431","15.75","2.48254","104.067","1354.09","434.004","3.12"
"02_MNTRR_RR_V3_an2","02_MNTRR_RR_V3","7.54","29.04","191","757","0.03797","2","False","18.49","19.02","22.69","23.33","479","493","590","606","2","STABLE","MNTRR","R","L","0.431859","0.343532","1.8918","0.913234","1.04122","4.46116","0.171574","0.133383","0.753837","0.183991","0.171497","1.06737","7.95649","4.93947","28.8566","16.609","30.7175","0.226841","0.17156","4.34324","4.86867","21.6803","25.068","0.178864","0.161087","-0.129186","0.123822","0.342676","0.576127","0.0010079","0.000484709","0.00214172","0.00000125081","0.0141827","0.00999286","0.0488663","90719.2","4124.94","21364.1","92.2397","4.7585","2879.78","2004.69","10858.9","42.7572","-44.845","8.09224","24.9216","-33.8613","5.49464","428.749","231.158","1609.54","428.779","635.68","13.5351","2.12924","120.852","1573.57","428.766","3.67"
"02_MNTRR_RR_V3_an3","02_MNTRR_RR_V3","7.54","29.04","191","757","0.03797","3","True","26.54","27.07",NULL,"29.04","691","705",NULL,"757","2","STABLE","MNTRR","R","L","0.449215","0.425691","2.53357","1.28154","1.41456","7.23277","0.193129","0.173674","1.16274","0.237555","0.214047","1.39346","10.643","3.76692","19.2324","15.7273","29.5139","0.28441","0.153702","5.21197","8.99676","16.649","24.9","0.311396","0.109816","-0.205163","0.0926481","0.436449","0.429345","0.00128227","0.000579051","0.00272781","0.00000197951","0.0145658","0.0128896","0.0482545","86817.9","2417.98","9607.33","89.7868","4.36784","1983.14","1573.98","7151.69","48.6914","-29.9653","10.8986","36.7225","-42.0618","12.4337","437.255","236.61","1911.21","437.275","633.056","19.1387","3.02322","122.683","861.413","437.266","1.97"
"03_MNTRL_RR_V1_an1","03_MNTRL_RR_V1","7.89","29.25","201","766","0.03777","1","False","10.4","10.99","14.3","14.89","267","283","370","386","3","STABLE","MNTRL","L","R","0.48985","0.3367","2.13825","0.748774","0.641894","3.48889","0.174589","0.121418","1.15455","0.204916","0.172617","1.56323","7.23537","2.69954","15.5838","13.3489","19.9039","0.265828","0.130175","6.53567","7.90337","20.0007","30.0483","0.226479","0.131388","-0.0466733","0.149005","0.411653","0.793477","0.000760438","0.000611648","0.00257283","0.000000952379","0.0158975","0.0120327","0.0518836","97033.5","4932.26","25055.2","98.2059","4.73913","3448.45","3153.98","13195.2","45.6195","-54.982","10.5761","30.403","42.2052","7.42236","379.026","209.655","1437.06","379.133","748.492","20.5463","2.74503","101.015","1254.77","379.084","3.31"
"03_MNTRL_RR_V1_an2","03_MNTRL_RR_V1","7.89","29.25","201","766","0.03777","2","False","18.2","18.69","22.24","22.75","473","486","580","594","3","STABLE","MNTRL","L","R","0.826468","0.647372","3.91412","0.91466","0.61939","2.98264","0.262896","0.229837","1.78022","0.211424","0.141578","0.846223","18.3667","4.54787","26.9323","42.9716","44.1732","0.426735","0.251797","11.3691","12.2136","46.9817","40.4443","0.381573","0.266417","-0.168086","0.141929","0.517864","0.861577","0.00122233","0.000629608","0.00323665","0.0000018905","0.0192476","0.0146533","0.0755679","89291","4313.56","23105.9","92.5185","3.86115","2407.97","1736.69","7555.14","153.784","-56.9697","29.1174","114.635","61.1302","24.7468","436.504","272.193","3102.88","436.563","749.174","28.2279","3.76787","277.715","1549.48","436.473","3.55"
"03_MNTRL_RR_V1_an3","03_MNTRL_RR_V1","7.89","29.25","201","766","0.03777","3","True","26.16","26.72",NULL,"29.25","684","699",NULL,"766","3","STABLE","MNTRL","L","R","0.586822","0.470311","2.54642","0.719277","0.527954","2.67271","0.187223","0.133488","1.02977","0.18211","0.136303","1.08556","9.88412","3.7566","23.5465","18.7479","23.8128","0.296324","0.164523","4.99284","4.16768","13.6757","20.5037","0.174103","0.12929","-0.189793","0.110928","0.439886","0.527867","0.00120955","0.000651717","0.00274929","0.00000188775","0.019817","0.0141383","0.0609459","89185.9","2977.2","13082.4","93.354","4.29619","2850.95","2186.9","10379.6","39.2135","-64.3121","9.5916","26.8309","47.8057","6.20803","391.238","206.574","1353.6","391.302","748.256","21.1832","2.83101","110.476","989.836","391.24","2.53"
"03_MNTRL_RR_V2_an1","03_MNTRL_RR_V2","7.78","29.35","198","772","0.03755","1","False","10.6","11.23","14.61","15.15","273","289","379","394","3","STABLE","MNTRL","L","R","1.00455","1.05923","5.54789","1.28164","1.16889","4.3268","0.279271","0.266659","2.05778","0.24225","0.187643","0.868131","16.8809","6.47985","31.6334","29.3088","39.1601","0.478325","0.435375","8.42275","12.3214","29.694","36.021","0.337228","0.306183","-0.0280202","0.147263","0.308184","0.548329","0.000801303","0.000485497","0.00192615","0.000000877795","0.0120021","0.00876452","0.0401476","96825.5","5002.92","19381.1","98.0432","3.41294","2267.38","1736.34","10519.9","158.748","-46.6809","26.5305","98.4663","73.5968","20.3985","443.273","314.302","3215.22","443.223","748.817","61.5041","8.2135","514.84","1498.18","443.25","3.38"
"03_MNTRL_RR_V2_an2","03_MNTRL_RR_V2","7.78","29.35","198","772","0.03755","2","False","18.29","18.88","22.51","23.16","477","493","590","607","3","STABLE","MNTRL","L","R","0.369604","0.271512","1.19367","0.541061","0.605062","2.62695","0.14599","0.0805276","0.473313","0.148818","0.142381","0.871191","5.37553","3.6685","19.7419","7.90456","26.2527","0.201858","0.140111","6.30909","6.09253","20.656","31.281","0.199805","0.14302","-0.152105","0.159928","0.465715","0.797356","0.00122486","0.000634472","0.00291072","0.00000190285","0.0188466","0.0140739","0.0660383","91174.7","4170.16","20488.2","92.2494","4.72057","2871.03","1935.64","7858","39.6078","-40.068","8.10622","31.9018","36.217","8.38748","373.562","201.84","1573.66","373.464","748.986","11.5217","1.5383","65.3086","1355.65","373.458","3.63"
"03_MNTRL_RR_V2_an3","03_MNTRL_RR_V2","7.78","29.35","198","772","0.03755","3","True","26.18","26.84",NULL,"29.35","687","705",NULL,"772","3","STABLE","MNTRL","L","R","0.431102","0.321754","2.50536","0.619027","0.339708","2.09919","0.155656","0.0998272","0.853884","0.160067","0.125475","1.02992","7.35569","4.25562","19.831","20.3795","10.5294","0.191761","0.113266","5.61025","1.91965","22.796","9.384","0.138376","0.0909001","-0.197026","0.0852431","0.398735","0.418896","0.00123592","0.000522231","0.00249209","0.00000180022","0.0162209","0.0122207","0.0496417","89376.8","2704.54","13116.6","93.9061","4.14869","2101.49","1550.2","6588.97","26.9007","-18.8917","7.6174","18.7768","42.3748","4.93493","372.78","202.536","1670.8","372.807","750.052","12.2451","1.63256","52.1851","935.678","372.78","2.51"
"03_MNTRL_RR_V3_an1","03_MNTRL_RR_V3","7.69","29.35","195","771","0.03759","1","False","10.44","11.05","14.48","15.16","268","284","375","393","3","STABLE","MNTRL","L","R","0.435773","0.362053","2.25839","0.473029","0.303637","2.13373","0.204888","0.189752","1.42341","0.15086","0.112208","0.889477","9.93637","3.08703","15.6671","21.7185","20.3676","0.19646","0.115764","5.56728","6.80187","17.5553","21.1843","0.172801","0.118896","-0.00478656","0.183427","0.440029","0.840489","0.000963384","0.000622147","0.00275018","0.00000131517","0.0171174","0.0119981","0.0533982","96643.1","6654.92","26110.5","96.6251","5.09297","2550.38","2184.03","9852.67","47.1944","-33.9233","10.8491","37.8794","44.7865","10.6226","379.857","207.743","1422.93","379.947","748.322","12.4477","1.66342","72.9389","1303.04","379.896","3.43"
"03_MNTRL_RR_V3_an2","03_MNTRL_RR_V3","7.69","29.35","195","771","0.03759","2","False","18.34","18.98","22.68","23.36","478","495","593","611","3","STABLE","MNTRL","L","R","0.346914","0.254088","1.50556","0.422326","0.326026","2.10468","0.188388","0.172311","1.18042","0.124971","0.0819715","0.516262","5.92817","4.30243","22.6005","11.5266","26.8229","0.179621","0.0996151","3.97179","4.14243","13.1517","20.2583","0.156333","0.0764962","-0.136241","0.129658","0.38433","0.647196","0.00105388","0.000520667","0.00240206","0.00000138175","0.0177013","0.0133708","0.061755","90929.6","4116.28","22180.3","94.0038","4.01464","2201.08","1723.07","8195.2","23.0339","-24.0758","5.4062","33.913","40.7656","8.2717","372.922","200.557","1447.38","372.976","748.432","10.0282","1.33989","67.75","1379.89","372.943","3.7"
"03_MNTRL_RR_V3_an3","03_MNTRL_RR_V3","7.69","29.35","195","771","0.03759","3","True","26.22","26.78",NULL,"29.35","687","702",NULL,"771","3","STABLE","MNTRL","L","R","0.372051","0.355723","1.864","0.586387","0.642906","3.33515","0.145126","0.118011","0.71112","0.163372","0.139587","1.01871","4.6496","2.67825","14.8196","12.5245","16.4186","0.193145","0.156605","3.9503","3.40596","15.657","14.6223","0.170725","0.132262","-0.172375","0.0957663","0.362341","0.44765","0.00109258","0.000570257","0.00226463","0.00000151892","0.021387","0.0134368","0.0544904","87406.5","3185.74","14414.9","91.1672","4.56998","2761.98","2329.92","9493.2","28.7797","-35.3625","7.01893","34.9836","40.6589","8.42936","370.695","201.801","1177.67","370.659","748.623","13.5933","1.81578","87.5864","952.552","370.643","2.57"
"03_MNTRR_RR_V1_an1","03_MNTRR_RR_V1","7.7","29.35","198","773","0.03763","1","False","10.26","10.85","14.2","14.87","266","281","370","388","3","STABLE","MNTRR","R","L","0.299617","0.223983","1.26921","0.311295","0.242873","1.47205","0.158249","0.144346","1.0718","0.116353","0.0791321","0.634477","12.0252","6.35035","32.9844","20.5672","40.4898","0.204609","0.111331","7.86758","13.8296","30.1443","43.1013","0.235697","0.142716","0.00971624","0.156246","0.318005","0.628503","0.000812356","0.000545337","0.00198753","0.000000957315","0.0170404","0.0138035","0.0833834","97687.2","6161.39","29388.2","97.1148","6.48966","3515.12","4087.44","19242","44.4924","-64.7569","9.74839","43.7443","-24.4392","13.0082","366.263","204.177","1363.38","366.268","754.626","6.65312","0.881645","48.2178","1226.97","366.261","3.35"
"03_MNTRR_RR_V1_an2","03_MNTRR_RR_V1","7.7","29.35","198","773","0.03763","2","False","17.98","18.58","22.37","23.03","471","487","587","605","3","STABLE","MNTRR","R","L","0.375922","0.237928","1.49059","0.555201","0.487353","2.08187","0.15394","0.124661","0.875524","0.159285","0.148439","1.16828","11.9348","5.66455","30.288","28.6077","43.5253","0.220594","0.119527","11.3999","13.481","39.0333","51.9943","0.261944","0.1158","-0.159944","0.147733","0.498171","0.7707","0.00118661","0.000666174","0.00311357","0.00000185183","0.0190631","0.015129","0.0635825","89088.1","4492.24","20841.7","90.1682","4.62592","2551.26","1713.51","7963.22","50.1867","-49.792","10.0095","37.5682","-24.9466","10.5852","361.624","198.601","1351.65","361.72","753.799","10.4037","1.38017","64.0879","1370.78","361.683","3.79"
"03_MNTRR_RR_V1_an3","03_MNTRR_RR_V1","7.7","29.35","198","773","0.03763","3","True","26","26.71",NULL,"29.35","684","703",NULL,"773","3","STABLE","MNTRR","R","L","0.285924","0.191686","1.10149","0.391236","0.457341","2.52155","0.129201","0.0681763","0.380753","0.130429","0.0916059","0.72481","6.34151","2.08862","11.0533","15.495","17.3399","0.190393","0.0958891","4.59984","6.00382","20.5247","21.4853","0.164397","0.0896647","-0.195702","0.102784","0.498313","0.536557","0.00122987","0.000629415","0.00311446","0.00000190875","0.0216552","0.0173827","0.068304","88914.4","3470.32","15059.1","92.955","6.34861","2071.21","1460.38","6203.26","30.4654","-59.6856","5.7079","29.7214","-42.3908","8.26141","355.31","199.725","1440.16","355.259","754.955","11.1882","1.48197","54.3213","937.815","355.233","2.64"
"03_MNTRR_RR_V2_an1","03_MNTRR_RR_V2","7.73","29.35","197","769","0.03774","1","False","10.32","11.08","14.45","15.04","265","285","375","390","3","STABLE","MNTRR","R","L","0.386485","0.265959","1.73845","1.14731","1.0682","5.21637","0.182729","0.144593","0.931749","0.230512","0.154213","0.990606","14.1455","3.31339","20.5447","24.9401","28.0419","0.252","0.155407","4.25847","10.5256","15.5827","28.837","0.228385","0.148219","0.00385558","0.199147","0.557212","0.963043","0.000987279","0.000758331","0.00348258","0.00000154979","0.0188891","0.0161551","0.0998477","97858.1","7194.79","42606.4","98.7304","9.15889","4030.28","4442.11","19724.8","40.7132","-36.6599","10.8239","39.6408","-41.8723","11.7726","373.408","204.866","1337.21","373.488","753.818","16.3093","2.16356","92.7753","1258.64","373.483","3.37"
"03_MNTRR_RR_V2_an2","03_MNTRR_RR_V2","7.73","29.35","197","769","0.03774","2","False","18.24","18.89","22.41","23.02","475","492","585","602","3","STABLE","MNTRR","R","L","0.443366","0.297719","1.76847","0.842958","0.788347","4.63917","0.19314","0.166641","1.32511","0.212482","0.171854","1.24984","9.55615","4.19036","24.5787","22.6638","34.3783","0.274632","0.148826","10.133","8.32411","33.4457","39.643","0.286759","0.157297","-0.140734","0.173825","0.433597","0.781702","0.00127858","0.000564976","0.00270998","0.00000195395","0.0181718","0.013772","0.0535787","90448.1","4977.36","24914.1","92.135","4.92437","2181.4","1838.29","8070.98","44.9613","-56.2221","11.2943","31.8617","-9.45603","7.4009","367.414","201.534","1488.72","367.421","752.821","13.652","1.81344","67.1406","1293.39","367.44","3.52"
"03_MNTRR_RR_V2_an3","03_MNTRR_RR_V2","7.73","29.35","197","769","0.03774","3","True","26.13","26.73",NULL,"29.35","684","700",NULL,"769","3","STABLE","MNTRR","R","L","0.304827","0.171246","1.11574","0.648479","0.625214","2.96199","0.126059","0.0712359","0.508693","0.259109","0.289854","1.61843","11.6406","7.06509","27.967","13.1634","46.7873","0.232405","0.0934147","5.76278","14.0882","22.8577","53.3713","0.259339","0.129583","-0.193617","0.0954417","0.430189","0.609131","0.00124206","0.000526752","0.00268868","0.00000182019","0.0154398","0.0135064","0.0843653","89038.1","3332.2","16524.5","91.6855","4.99227","2461.8","1723.1","7537.37","29.5326","-50.7054","6.74482","37.8309","-34.9671","11.3036","358.768","194.399","1322.18","358.776","753.265","11.4327","1.51775","58.2895","940.017","358.785","2.62"
"03_MNTRR_RR_V3_an1","03_MNTRR_RR_V3","7.72","29.45","197","775","0.03755","1","False","10.15","10.85","14.4","15.12","261","280","374","394","3","STABLE","MNTRR","R","L","0.29248","0.190553","1.33449","0.48022","0.377403","1.97152","0.178189","0.1812","1.16734","0.163087","0.149114","1.541","10.0295","3.04018","18.2091","18.6507","24.1302","0.142978","0.0599062","7.23503","6.76819","18.7487","19.3987","0.145208","0.0760071","-0.0221243","0.146759","0.349479","0.657939","0.000784233","0.000495416","0.00218425","0.000000860458","0.0171602","0.0123179","0.0606693","98464.6","5363.93","27462.9","100.861","5.69165","3275.84","3584.3","17439.1","35.0521","-57.6959","9.01709","42.4085","-29.3002","10.5058","376.152","204.328","1361.47","376.233","754.2","9.66948","1.28208","59.2041","1335.54","376.208","3.55"
"03_MNTRR_RR_V3_an2","03_MNTRR_RR_V3","7.72","29.45","197","775","0.03755","2","False","18.05","18.8","22.47","23.33","472","492","589","612","3","STABLE","MNTRR","R","L","0.34166","0.266887","2.19922","0.458982","0.377092","1.8494","0.142711","0.132694","1.12794","0.151621","0.113672","0.966783","9.28185","4.31315","21.886","18.0388","30.5399","0.156628","0.074561","8.7804","8.28702","27.0523","31.608","0.169839","0.0851444","-0.0976478","0.140468","0.435298","0.721509","0.000877216","0.000611321","0.00272061","0.00000114322","0.0188377","0.0145277","0.0579616","90466","4308.03","19064.1","91.0714","5.49537","2338.09","2061.65","9376.79","29.7133","-65.0693","6.72011","38.5402","-26.4567","10.2003","373.023","204.677","1339.79","373.029","754.325","8.17399","1.08362","49.7437","1369.01","373.026","3.67"
"03_MNTRR_RR_V3_an3","03_MNTRR_RR_V3","7.72","29.45","197","775","0.03755","3","True","26.14","26.77",NULL,"29.45","687","704",NULL,"775","3","STABLE","MNTRR","R","L","0.360215","0.276216","1.34769","0.540538","0.408511","2.19889","0.134749","0.0971539","0.876076","0.166829","0.157507","1.5862","6.9346","1.9324","11.025","9.88011","18.8381","0.166567","0.0878088","4.50472","6.23059","14.9987","19.4353","0.168738","0.0806647","-0.23613","0.0853039","0.456523","0.454089","0.00147581","0.000533149","0.00285327","0.00000246227","0.0162556","0.0112241","0.0481214","89102.9","3128.13","13514.1","94.0352","5.15132","1946.03","1518.39","6732.47","27.0108","-68.5801","6.17101","33.1246","-45.1939","9.55078","375.835","212.536","1314.87","375.93","754.086","11.8657","1.57352","65.9189","1007.46","375.917","2.68"
